student_id,attendance_percentage,assessment_score,assignment_completion_rate,login_frequency,study_hours,activity_count,communication_score,course_progress_percentage,forum_participation,video_completion_rate,peer_interaction_score,risk_category
STU1089,67.34,29.88,71.69,14.42,7.48,1,37.34,52.79,21,30.05,82.58,High Risk
STU1090,68.47,67.58,55.73,20.92,5.69,36,97.74,17.55,0,14.67,8.72,High Risk
STU1091,70.71,32.28,33.58,10.18,10.79,24,45.07,47.09,0,36.37,30.22,High Risk
STU1092,71.33,78.67,55.88,27.42,6.61,23,58.38,52.46,16,57.43,40.49,Medium Risk
STU1093,85.1,63.3,42.16,2.32,3.37,19,64.93,91.2,16,80.68,33.43,Medium Risk
STU1094,72.94,72.55,100.0,23.53,13.12,21,29.99,69.33,6,16.47,85.2,Low Risk
STU1095,85.19,49.45,67.7,19.4,12.87,14,82.18,72.58,13,100.0,80.15,Low Risk
STU1096,70.55,88.03,63.08,1.0,8.62,26,69.02,90.99,0,71.75,66.84,Medium Risk
STU1097,73.42,83.75,87.78,35.69,2.95,6,89.28,62.88,17,97.93,42.24,Low Risk
STU1098,36.03,75.5,47.56,13.49,3.08,21,40.06,81.59,13,48.51,81.7,High Risk
STU1099,88.49,62.67,54.66,6.98,8.43,25,57.18,80.04,11,79.08,23.24,Medium Risk
STU1100,78.24,75.44,71.36,2.74,6.0,18,55.87,36.7,12,69.87,97.84,Medium Risk
STU1101,89.96,52.28,90.58,12.24,6.64,23,60.81,97.41,15,85.99,41.31,Low Risk
STU1102,19.87,80.4,80.03,12.98,12.09,10,23.0,33.75,11,62.86,49.76,High Risk
STU1103,100.0,94.69,74.97,14.82,10.93,10,57.44,85.18,0,78.41,46.41,Low Risk
STU1104,69.49,84.27,71.56,11.62,13.51,22,23.62,31.62,29,92.25,33.54,Low Risk
STU1105,91.95,51.87,78.0,19.07,4.04,26,62.88,78.23,21,53.67,93.5,Low Risk
STU1106,53.28,71.51,74.03,10.9,6.63,1,8.17,100.0,1,73.33,70.78,High Risk
STU1107,83.03,41.72,49.4,1.0,11.04,25,14.27,60.31,9,26.47,79.31,High Risk
STU1108,53.04,75.3,70.92,12.81,9.79,14,73.01,59.36,10,83.46,30.53,Medium Risk
STU1109,60.77,73.11,48.53,1.0,14.13,18,42.97,78.43,20,100.0,58.62,Medium Risk
STU1110,100.0,31.34,71.62,16.83,9.68,6,33.27,57.75,0,40.62,65.42,High Risk
STU1111,68.57,44.09,60.39,6.17,15.39,11,82.96,100.0,8,65.99,60.42,Medium Risk
STU1112,75.91,59.9,100.0,15.31,10.16,29,62.21,69.23,0,87.37,31.79,Low Risk
STU1113,87.66,59.58,69.2,24.51,12.25,20,74.19,57.96,9,68.69,76.51,Low Risk
STU1114,80.92,43.23,41.92,6.41,6.71,16,51.34,53.11,8,71.63,57.43,High Risk
STU1115,74.71,72.0,67.32,22.49,8.06,18,100.0,44.48,12,59.4,35.9,Low Risk
STU1116,78.57,69.53,80.39,10.53,11.64,24,41.7,51.19,7,58.58,17.89,Medium Risk
STU1117,100.0,61.5,100.0,28.03,14.45,24,93.38,57.29,5,66.09,67.13,Low Risk
STU1118,70.96,51.4,58.21,11.08,10.92,19,53.65,54.27,16,68.92,100.0,High Risk
STU1119,75.62,83.88,38.35,7.28,7.67,30,18.6,50.52,15,42.01,34.69,High Risk
STU1120,90.91,94.8,86.34,19.5,13.51,29,65.62,100.0,16,66.55,58.41,Low Risk
STU1121,91.9,56.3,42.39,10.51,0.5,24,61.92,42.34,10,100.0,77.21,High Risk
STU1122,93.37,53.98,61.28,7.27,2.31,20,31.87,68.23,7,58.78,29.61,High Risk
STU1123,83.5,73.84,64.85,10.18,10.73,26,34.71,78.04,11,40.78,45.4,Medium Risk
STU1124,51.43,58.56,68.61,13.64,8.06,23,54.46,78.86,16,64.67,37.8,High Risk
STU1125,100.0,62.49,83.78,24.74,10.42,30,62.69,63.71,0,52.28,74.69,Low Risk
STU1126,51.37,78.31,56.33,1.0,8.26,28,0.65,59.7,15,38.56,81.51,High Risk
STU1127,77.45,30.63,64.53,14.18,10.28,9,78.17,74.93,14,71.06,58.18,High Risk
STU1128,58.42,88.73,69.71,19.0,4.74,9,44.12,70.86,12,52.37,38.17,Medium Risk
STU1129,70.85,66.31,72.99,15.55,10.28,12,25.7,59.3,10,54.26,46.14,High Risk
STU1130,77.92,57.59,71.96,24.48,11.98,29,75.7,30.64,0,71.38,42.39,Medium Risk
STU1131,77.78,63.39,78.72,13.41,12.88,4,54.48,54.71,8,34.27,35.45,Medium Risk
STU1132,79.59,64.32,86.88,12.52,16.05,23,81.76,39.78,26,29.69,52.96,Low Risk
STU1133,100.0,33.84,77.85,18.74,8.98,23,64.63,50.32,12,82.76,66.5,Low Risk
STU1134,80.16,91.91,79.07,14.79,9.1,31,54.97,65.73,9,25.52,64.81,Low Risk
STU1135,67.61,65.74,38.36,10.88,1.91,21,51.64,72.89,12,46.51,54.84,High Risk
STU1136,89.35,72.97,71.0,18.13,5.87,6,65.62,100.0,14,28.4,56.14,Low Risk
STU1137,93.41,82.13,79.59,8.78,7.23,10,45.9,53.18,17,57.3,53.37,Low Risk
STU1138,49.9,46.62,84.58,9.11,12.2,8,36.24,82.04,10,77.42,29.06,High Risk
STU1139,82.75,73.52,56.15,9.78,5.56,14,68.42,71.73,15,70.47,58.2,Medium Risk
STU1140,84.62,60.18,56.82,24.82,11.19,18,51.82,93.51,25,100.0,43.33,Low Risk
STU1141,66.64,80.24,58.52,1.0,7.99,8,55.74,77.68,20,91.91,28.05,Medium Risk
STU1142,96.76,26.71,80.73,17.16,7.29,34,78.97,42.81,30,47.51,62.41,Low Risk
STU1143,69.3,63.22,90.68,14.27,9.0,6,52.49,27.09,6,41.66,42.77,High Risk
STU1144,74.26,54.15,61.85,1.0,6.44,33,55.33,71.85,25,100.0,59.56,Medium Risk
STU1145,68.88,72.78,88.16,16.48,6.28,31,41.81,53.37,5,91.38,71.95,Low Risk
STU1146,72.28,73.46,72.47,17.81,1.18,28,64.48,43.43,14,80.97,36.0,Medium Risk
STU1147,52.27,52.26,67.51,18.72,7.01,13,62.7,37.11,17,69.65,56.84,High Risk
STU1148,46.08,52.18,65.77,1.0,6.08,23,74.82,68.54,7,74.02,18.79,High Risk
STU1149,100.0,63.01,84.93,24.93,5.94,7,42.26,98.17,12,35.39,85.65,Low Risk
STU1150,56.75,48.86,76.51,8.1,9.67,29,44.93,56.01,19,71.45,27.82,High Risk
STU1151,54.15,80.16,100.0,19.49,10.63,19,72.43,77.99,6,69.57,44.7,Low Risk
STU1152,33.24,58.35,52.96,19.93,8.93,15,60.55,62.75,25,48.11,81.77,High Risk
STU1153,60.5,12.67,80.36,6.99,11.98,7,35.06,36.63,0,56.15,50.31,High Risk
STU1154,48.18,58.25,59.42,19.28,10.3,1,83.74,81.17,27,100.0,31.05,Medium Risk
STU1155,100.0,46.31,52.61,10.92,6.82,9,17.63,40.92,20,65.25,69.26,High Risk
STU1156,90.18,35.64,69.78,1.0,6.15,31,72.25,65.48,11,100.0,68.81,Medium Risk
STU1157,59.61,42.73,72.75,23.34,9.25,15,27.17,57.49,8,29.71,42.34,High Risk
STU1158,100.0,66.97,100.0,7.8,10.3,18,96.49,84.65,7,56.51,44.5,Low Risk
STU1159,89.67,88.92,66.32,7.16,13.59,26,21.02,41.72,10,33.96,46.29,Medium Risk
STU1160,66.15,70.64,47.4,10.78,12.76,38,80.35,73.6,11,41.39,50.86,Medium Risk
STU1161,27.01,54.08,75.46,16.18,5.83,33,53.2,46.52,22,49.78,17.14,High Risk
STU1162,100.0,73.21,28.51,13.54,7.59,10,46.93,53.76,27,74.94,51.37,Medium Risk
STU1163,46.99,56.74,68.16,18.38,10.68,1,59.08,0.0,13,73.87,90.68,High Risk
STU1164,42.38,52.5,70.32,3.28,12.27,43,68.9,100.0,5,53.06,37.08,High Risk
STU1165,90.41,44.22,85.89,8.06,11.76,42,35.1,77.11,7,18.99,43.33,Medium Risk
STU1166,100.0,33.47,89.47,13.07,7.74,21,37.05,48.12,10,100.0,31.33,Low Risk
STU1167,96.92,57.98,59.93,29.18,2.98,7,69.29,40.26,3,61.71,67.24,Medium Risk
STU1168,82.15,67.84,66.99,13.09,4.0,29,17.44,54.1,2,43.44,79.06,High Risk
STU1169,82.71,63.26,54.68,22.68,9.09,18,42.15,80.77,28,74.05,78.61,Low Risk
STU1170,87.36,57.51,47.44,14.31,9.37,18,100.0,23.37,14,72.5,30.04,Medium Risk
STU1171,85.66,47.98,76.2,10.13,3.61,28,33.7,61.89,5,60.9,65.0,Medium Risk
STU1172,77.06,75.95,44.53,12.03,8.18,23,80.25,100.0,18,71.27,83.68,Low Risk
STU1173,73.88,41.29,61.71,12.65,10.52,8,42.11,40.05,2,42.59,65.19,High Risk
STU1174,70.87,78.97,50.1,18.83,3.4,16,66.2,66.77,3,84.72,64.57,Medium Risk
STU1175,58.43,46.96,80.99,25.0,12.42,26,69.4,100.0,5,46.07,45.57,Medium Risk
STU1176,66.95,51.46,100.0,16.88,6.49,25,79.84,78.91,25,54.68,59.4,Low Risk
STU1177,41.53,38.6,43.97,23.5,13.03,22,50.59,67.77,9,82.27,79.73,High Risk
STU1178,70.23,55.97,32.94,6.28,5.87,29,98.76,76.15,0,94.49,61.56,High Risk
STU1179,54.21,82.56,67.5,10.68,3.89,16,42.03,56.18,21,100.0,30.03,Medium Risk
STU1180,52.14,74.28,70.31,8.21,6.17,21,60.15,93.59,9,91.23,45.88,Medium Risk
STU1181,75.24,82.61,74.37,16.52,7.62,1,60.4,56.21,0,60.87,79.19,Medium Risk
STU1182,97.06,74.4,61.07,11.13,6.45,15,30.32,21.9,9,34.1,61.49,High Risk
STU1183,88.53,45.13,65.99,19.84,7.14,27,48.71,56.39,16,98.91,57.38,Medium Risk
STU1184,43.73,59.05,77.35,6.55,9.34,16,58.55,43.73,15,98.16,43.92,High Risk
STU1185,54.19,50.96,90.81,14.34,7.32,15,45.49,58.81,26,53.22,78.77,Medium Risk
STU1186,88.93,88.95,30.9,19.49,7.74,9,100.0,59.3,5,88.27,88.25,Low Risk
STU1187,54.32,43.46,62.62,1.0,1.16,30,36.55,91.34,12,60.69,80.26,High Risk
STU1188,67.96,81.09,74.28,30.97,9.57,25,80.95,80.3,6,100.0,83.85,Low Risk
STU1189,81.9,81.07,51.64,11.73,7.64,28,73.84,70.79,0,56.67,47.83,Medium Risk
STU1190,54.57,97.93,100.0,1.0,14.44,2,54.7,64.94,19,100.0,45.0,Low Risk
STU1191,73.9,57.63,57.29,15.26,4.24,18,35.97,41.71,15,85.29,51.87,High Risk
STU1192,47.99,77.82,69.17,14.27,0.77,17,38.1,17.01,14,100.0,55.77,High Risk
STU1193,61.18,100.0,81.12,13.34,10.47,17,43.6,67.49,15,57.8,83.62,Low Risk
STU1194,77.76,53.88,58.17,21.93,9.39,13,15.71,82.48,6,76.91,78.32,High Risk
STU1195,43.33,37.37,33.07,19.98,3.97,16,32.92,62.62,3,46.68,65.77,High Risk
STU1196,79.93,31.16,61.43,16.38,1.88,28,22.39,53.23,12,86.57,26.38,High Risk
STU1197,71.65,77.83,90.59,17.6,14.15,1,84.61,75.22,21,87.78,21.24,Low Risk
STU1198,81.94,31.1,63.26,13.17,13.66,37,68.61,63.17,24,100.0,59.81,Low Risk
STU1199,76.03,58.3,53.07,28.2,0.5,24,72.29,100.0,18,78.6,72.61,Low Risk
STU1200,96.55,72.87,88.51,2.17,6.17,19,67.95,92.12,12,83.93,53.41,Low Risk
STU1201,74.25,68.33,63.38,15.12,14.66,29,58.67,86.11,14,57.64,93.3,Low Risk
STU1202,64.27,72.66,59.8,14.52,6.1,5,87.13,81.67,12,79.91,33.35,Medium Risk
STU1203,74.2,69.0,72.99,20.51,6.04,13,41.56,36.62,3,59.64,30.83,High Risk
STU1204,81.78,88.02,85.42,7.25,6.87,18,57.35,79.59,12,70.55,41.71,Low Risk
STU1205,72.88,47.86,100.0,1.0,3.52,33,71.44,73.28,1,71.84,40.95,Medium Risk
STU1206,72.73,52.81,86.54,15.25,1.18,19,25.93,78.34,11,60.25,65.53,Medium Risk
STU1207,59.36,51.09,93.2,16.25,12.21,24,100.0,75.84,25,69.38,46.57,Low Risk
STU1208,60.07,79.94,59.88,25.92,0.63,14,55.63,74.96,18,59.74,24.04,Medium Risk
STU1209,46.75,81.21,49.48,3.84,8.99,24,58.12,100.0,4,59.65,72.83,High Risk
STU1210,100.0,73.12,71.25,23.24,11.55,36,82.65,63.32,11,91.69,19.8,Low Risk
STU1211,49.61,86.3,72.14,32.94,2.2,29,75.13,85.6,5,71.86,33.58,Low Risk
STU1212,59.53,43.8,48.43,10.98,4.3,19,55.84,54.64,11,75.64,22.55,High Risk
STU1213,59.07,95.01,66.49,3.67,12.85,26,57.86,82.39,20,35.94,59.14,Medium Risk
STU1214,88.11,92.42,77.99,10.74,10.13,25,21.91,85.67,17,77.32,58.72,Low Risk
STU1215,66.69,78.24,77.21,14.11,5.53,25,42.76,73.02,31,79.67,93.33,Low Risk
STU1216,94.46,97.07,80.09,18.51,12.81,31,66.38,100.0,21,59.24,73.28,Low Risk
STU1217,59.88,35.18,75.82,9.27,12.83,31,64.77,45.55,13,100.0,83.83,High Risk
STU1218,77.02,55.56,59.86,26.44,9.08,18,81.87,54.28,17,17.64,60.77,Medium Risk
STU1219,56.96,51.76,59.72,5.08,4.4,26,52.35,69.67,10,85.26,35.46,High Risk
STU1220,100.0,77.99,46.02,1.0,6.35,16,24.48,84.38,2,83.68,57.56,Medium Risk
STU1221,50.62,46.1,100.0,22.85,9.15,10,78.25,68.95,22,79.91,66.85,Medium Risk
STU1222,77.58,78.63,70.27,1.0,7.25,17,86.59,93.29,20,71.88,69.08,Low Risk
STU1223,83.41,89.67,65.5,12.37,11.76,19,74.76,50.44,10,80.11,45.55,Low Risk
STU1224,79.45,77.51,51.42,38.94,1.88,3,51.4,39.91,14,87.1,64.78,Medium Risk
STU1225,68.66,70.11,100.0,13.9,2.02,28,77.98,71.78,21,52.03,36.34,Low Risk
STU1226,69.66,47.22,48.53,5.03,8.72,1,100.0,63.3,18,74.58,34.13,High Risk
STU1227,72.79,49.76,61.42,13.54,6.03,47,57.53,76.94,0,63.97,32.68,Medium Risk
STU1228,69.35,87.49,78.32,13.59,5.49,35,26.14,64.4,13,43.94,55.49,Medium Risk
STU1229,89.35,79.03,82.0,15.29,0.93,17,42.1,57.52,10,83.78,31.44,Low Risk
STU1230,100.0,64.3,89.16,19.3,8.08,20,68.76,63.35,20,55.58,46.51,Low Risk
STU1231,61.97,57.48,100.0,5.69,7.79,23,19.69,65.63,20,35.05,73.06,Medium Risk
STU1232,47.34,28.54,80.12,27.5,10.61,14,58.73,58.29,22,56.14,34.42,High Risk
STU1233,70.41,45.72,48.88,15.96,8.28,21,63.37,60.53,3,50.42,44.91,High Risk
STU1234,100.0,99.41,64.86,19.81,7.47,18,88.77,56.12,5,90.63,56.43,Low Risk
STU1235,57.53,41.95,76.16,8.97,12.71,19,83.82,83.85,20,71.37,59.94,Medium Risk
STU1236,100.0,68.41,100.0,24.29,2.75,21,74.02,69.27,7,98.41,45.01,Low Risk
STU1237,100.0,83.13,42.04,11.94,10.15,6,7.42,100.0,0,53.34,70.74,Medium Risk
STU1238,62.04,42.41,94.05,16.22,1.32,20,75.26,68.54,16,87.23,66.81,Medium Risk
STU1239,82.24,68.32,73.6,6.54,4.65,21,70.52,52.88,7,100.0,77.8,Low Risk
STU1240,100.0,81.88,86.76,6.02,3.15,21,60.63,100.0,26,75.83,53.37,Low Risk
STU1241,65.18,65.22,67.96,19.51,11.13,17,16.94,74.1,14,86.96,44.74,Medium Risk
STU1242,68.34,100.0,53.15,10.45,7.74,31,37.91,86.78,13,83.26,41.35,Low Risk
STU1243,61.53,34.97,85.02,7.17,7.95,16,29.33,78.03,9,36.71,61.14,High Risk
STU1244,53.73,84.06,83.09,8.85,3.57,22,10.67,78.71,24,80.89,47.46,Medium Risk
STU1245,60.31,61.89,89.44,19.59,6.8,32,54.94,76.78,14,74.74,43.62,Low Risk
STU1246,49.97,78.89,69.73,8.97,4.95,19,37.45,40.75,8,62.29,46.03,High Risk
STU1247,72.61,72.94,58.0,13.06,9.53,22,100.0,73.09,5,48.55,41.33,Medium Risk
STU1248,58.14,51.8,38.82,14.12,4.04,19,51.29,35.85,11,83.27,58.98,High Risk
STU1249,76.21,69.12,86.39,1.0,13.32,32,83.46,61.16,4,46.61,26.75,Low Risk
STU1250,43.99,31.56,78.48,2.23,1.3,17,20.48,49.04,20,100.0,61.06,High Risk
STU1251,77.96,75.86,50.68,16.69,4.77,32,43.34,72.86,0,70.51,68.53,Medium Risk
STU1252,87.0,70.37,59.23,8.1,14.71,18,57.13,72.35,10,41.09,43.38,Medium Risk
STU1253,36.11,76.5,60.66,22.45,6.26,11,35.02,75.59,16,56.69,93.44,High Risk
STU1254,78.73,84.05,40.34,21.73,2.74,26,45.71,71.32,14,61.88,55.35,Medium Risk
STU1255,94.1,71.62,53.65,19.75,8.88,16,50.21,51.65,6,100.0,23.77,Low Risk
STU1256,50.23,67.67,47.32,28.56,6.1,26,49.85,59.26,17,48.54,49.38,High Risk
STU1257,100.0,49.14,61.75,13.34,4.66,1,95.81,85.25,4,65.44,56.25,Medium Risk
STU1258,79.54,52.18,55.23,19.19,3.62,20,63.32,88.49,11,56.17,63.98,Medium Risk
STU1259,59.31,86.36,37.46,9.32,19.07,15,65.55,39.77,17,78.98,49.85,High Risk
STU1260,71.0,90.85,100.0,33.62,6.99,9,66.87,31.32,15,56.52,34.77,Low Risk
STU1261,82.05,60.71,95.05,29.87,0.5,14,68.48,49.01,6,42.94,33.1,Low Risk
STU1262,73.37,65.83,54.42,14.1,13.97,14,53.18,87.99,21,63.7,41.93,Medium Risk
STU1263,81.7,48.72,75.45,17.09,10.44,19,47.94,91.73,12,61.41,43.84,Medium Risk
STU1264,55.43,86.11,78.35,24.87,4.93,6,58.67,44.66,17,54.97,32.3,Medium Risk
STU1265,75.05,76.98,93.82,12.82,4.27,23,80.45,71.76,24,56.15,40.34,Low Risk
STU1266,46.55,99.94,53.63,8.75,10.69,33,79.78,100.0,20,94.06,68.19,Low Risk
STU1267,70.0,49.19,91.84,20.99,7.01,22,49.71,74.14,20,60.97,87.97,Low Risk
STU1268,55.73,58.2,59.04,14.63,0.5,28,71.89,96.27,13,43.05,70.11,High Risk
STU1269,58.76,69.17,43.28,15.46,15.15,30,50.72,86.97,18,57.83,81.12,Medium Risk
STU1270,94.25,76.64,84.48,7.33,6.26,32,55.75,44.98,13,69.2,74.48,Low Risk
STU1271,91.64,61.12,95.82,1.0,13.98,38,44.58,60.82,2,38.6,71.66,Low Risk
STU1272,82.96,49.29,100.0,15.89,13.11,15,51.0,65.76,14,100.0,48.24,Low Risk
STU1273,52.34,80.87,46.01,21.24,4.0,12,84.51,67.29,14,87.09,57.82,Medium Risk
STU1274,66.3,77.98,83.98,12.19,12.13,27,57.03,85.16,16,99.46,46.59,Low Risk
STU1275,93.84,48.51,61.8,25.49,5.39,27,57.98,73.99,10,76.63,50.62,Low Risk
STU1276,74.55,89.4,85.67,8.37,0.53,27,23.16,0.4,5,21.94,56.36,High Risk
STU1277,100.0,86.06,40.59,5.56,6.3,38,48.2,36.12,17,100.0,69.27,Low Risk
STU1278,79.08,67.42,44.74,13.46,9.59,20,49.69,16.88,1,49.0,63.47,High Risk
STU1279,75.46,66.43,54.48,13.34,6.15,24,36.76,68.86,23,50.79,51.76,Medium Risk
STU1280,66.44,74.97,71.58,20.16,6.77,10,55.48,70.29,10,71.44,56.11,Medium Risk
STU1281,74.4,49.49,57.18,7.8,12.57,41,45.56,71.23,13,98.32,63.67,Medium Risk
STU1282,69.26,65.54,83.18,24.94,8.43,16,56.76,43.9,16,91.17,68.35,Low Risk
STU1283,84.75,26.26,90.54,29.74,4.63,16,57.67,79.83,16,87.94,24.62,Low Risk
STU1284,89.22,80.78,81.99,13.69,10.81,16,33.97,80.76,0,61.14,33.45,Low Risk
STU1285,57.85,36.89,100.0,24.0,8.79,13,46.23,37.39,18,60.79,77.15,High Risk
STU1286,48.04,92.06,78.32,5.55,0.5,12,56.7,32.75,14,75.61,53.78,High Risk
STU1287,38.95,59.06,45.66,22.6,9.71,14,81.05,65.0,6,65.14,46.52,High Risk
STU1288,81.14,61.19,97.27,22.38,9.57,6,60.65,100.0,6,87.56,49.73,Low Risk
STU1289,52.14,53.7,57.9,20.91,8.08,12,40.44,100.0,9,86.26,49.73,High Risk
STU1290,33.25,59.82,88.21,13.88,11.57,39,63.78,77.39,1,81.01,66.16,Medium Risk
STU1291,78.99,90.53,100.0,1.0,5.31,27,92.57,48.94,25,12.43,32.84,Low Risk
STU1292,100.0,20.22,79.13,8.87,9.35,29,75.17,84.51,23,70.82,55.5,Low Risk
STU1293,71.89,87.99,40.08,8.99,1.73,31,67.05,55.05,15,65.61,59.92,Medium Risk
STU1294,87.09,71.08,51.64,6.17,9.63,38,70.96,48.11,10,71.7,62.93,Medium Risk
STU1295,73.47,43.27,96.45,14.98,15.81,2,86.68,17.83,10,51.4,59.46,Medium Risk
STU1296,70.22,45.64,66.62,10.65,4.02,7,78.66,67.25,18,38.85,65.32,High Risk
STU1297,88.54,95.18,71.59,7.4,4.96,11,67.47,51.14,26,78.19,43.55,Low Risk
STU1298,66.78,47.98,85.18,5.53,5.16,15,78.51,67.12,7,60.16,36.16,High Risk
STU1299,76.81,44.24,83.93,8.28,8.52,16,31.2,14.41,3,80.64,100.0,High Risk
STU1300,77.79,85.47,75.58,22.97,3.75,15,21.95,68.74,24,53.24,48.97,Low Risk
STU1301,59.97,71.09,65.83,8.71,9.68,22,58.46,11.52,0,99.15,51.31,High Risk
STU1302,89.86,48.12,63.75,9.88,11.39,20,56.51,88.93,3,90.02,68.56,Medium Risk
STU1303,68.85,68.9,87.16,10.35,10.14,12,43.03,76.48,10,74.53,86.92,Medium Risk
STU1304,58.4,46.54,81.07,16.71,0.93,1,73.17,58.87,0,63.31,44.11,High Risk
STU1305,81.66,84.81,64.85,17.65,11.98,10,14.02,77.38,20,86.75,35.02,Low Risk
STU1306,55.83,84.1,91.64,1.0,11.75,14,43.24,43.48,18,76.64,30.16,Medium Risk
STU1307,72.51,74.58,67.42,22.17,11.32,17,44.33,66.59,7,73.25,86.86,Medium Risk
STU1308,71.84,71.51,52.97,25.49,9.49,8,19.0,82.49,22,90.94,34.24,Medium Risk
STU1309,91.55,96.7,54.82,5.6,8.88,15,87.88,0.0,23,99.38,54.45,Low Risk
STU1310,80.54,64.99,50.43,6.22,12.13,8,25.1,55.16,11,40.45,35.45,High Risk
STU1311,71.55,43.73,64.55,10.4,15.69,18,42.06,64.5,8,44.89,26.03,High Risk
STU1312,86.72,73.09,94.67,7.95,4.19,9,74.98,60.68,30,50.83,49.15,Low Risk
STU1313,97.02,100.0,53.9,15.79,12.31,11,69.21,97.06,17,34.95,36.24,Low Risk
STU1314,82.04,46.73,73.77,1.0,7.66,6,30.62,40.27,14,66.62,41.17,High Risk
STU1315,72.19,58.49,56.87,5.06,7.48,18,70.01,51.33,22,81.2,95.12,Medium Risk
STU1316,48.39,72.5,64.79,26.31,1.85,11,61.38,22.85,14,67.53,63.5,High Risk
STU1317,52.83,64.03,39.8,6.57,6.86,29,100.0,98.23,7,56.25,73.63,High Risk
STU1318,66.51,47.32,65.59,23.95,4.01,24,63.89,59.58,12,92.78,71.49,Medium Risk
STU1319,61.03,85.19,66.13,16.84,6.14,19,51.89,55.36,20,71.09,52.98,Medium Risk
STU1320,68.63,100.0,80.81,1.0,3.61,12,36.16,63.85,0,75.55,46.21,Medium Risk
STU1321,73.02,68.53,74.47,19.08,6.2,23,38.63,79.0,9,93.39,59.98,Low Risk
STU1322,81.53,48.73,46.03,13.06,6.38,26,36.83,72.64,23,65.29,58.37,High Risk
STU1323,70.73,37.12,91.68,10.36,8.39,21,85.16,100.0,7,100.0,43.62,Low Risk
STU1324,80.76,69.64,74.21,15.96,1.54,36,55.4,74.99,24,58.15,57.6,Low Risk
STU1325,73.16,84.87,73.97,17.8,2.22,24,67.44,54.76,23,100.0,40.87,Low Risk
STU1326,36.44,73.55,69.82,19.66,9.45,29,88.31,52.65,11,46.56,51.57,High Risk
STU1327,55.09,64.96,59.64,23.43,4.81,21,3.11,56.36,7,79.38,48.29,High Risk
STU1328,69.41,54.39,74.36,17.27,12.3,26,83.14,31.96,9,53.86,29.62,Medium Risk
STU1329,50.23,45.34,79.51,2.99,8.9,12,56.22,65.88,33,92.63,7.98,High Risk
STU1330,82.8,80.03,35.06,10.21,10.43,15,64.57,82.24,26,57.48,36.22,Medium Risk
STU1331,99.55,81.45,59.22,37.54,13.64,23,36.78,51.51,13,74.4,91.08,Low Risk
STU1332,93.94,37.18,64.9,19.8,6.76,23,38.39,47.24,7,53.69,48.81,High Risk
STU1333,68.16,93.62,75.12,32.95,5.7,25,65.75,98.35,12,88.62,70.52,Low Risk
STU1334,98.83,75.33,93.87,25.16,11.49,31,100.0,33.62,13,53.57,12.51,Low Risk
STU1335,74.68,90.19,54.57,15.93,10.04,5,77.07,19.51,2,100.0,34.83,Medium Risk
STU1336,65.93,40.84,60.04,16.41,7.25,10,82.84,39.64,12,46.09,27.91,High Risk
STU1337,60.96,40.42,59.75,13.71,13.57,22,50.78,31.11,22,38.4,50.95,High Risk
STU1338,66.56,62.32,53.97,1.0,7.15,12,41.8,73.5,0,88.93,100.0,High Risk
STU1339,65.01,74.05,63.06,14.14,8.13,53,37.82,57.06,18,54.98,64.2,Medium Risk
STU1340,75.07,97.33,85.42,23.69,8.08,25,44.26,60.17,22,67.84,88.91,Low Risk
STU1341,74.89,77.71,48.92,9.2,4.26,19,9.84,90.36,7,60.91,49.91,High Risk
STU1342,72.05,60.63,78.56,17.3,8.31,14,39.05,49.79,25,39.12,82.3,Medium Risk
STU1343,79.86,46.53,35.96,20.81,13.59,15,42.67,82.05,6,66.31,96.47,High Risk
STU1344,93.43,87.14,58.77,6.72,9.78,20,51.14,98.25,15,95.83,52.81,Low Risk
STU1345,89.09,47.64,63.41,10.39,8.12,21,57.9,54.98,9,90.07,44.21,Medium Risk
STU1346,45.27,94.31,100.0,5.86,7.35,15,62.97,81.21,9,73.1,28.64,Low Risk
STU1347,26.03,59.88,64.5,7.42,9.32,17,54.67,59.68,7,92.47,48.82,High Risk
STU1348,88.82,93.63,25.98,3.7,11.0,33,42.21,85.33,17,44.69,56.64,Medium Risk
STU1349,47.4,77.22,30.02,6.8,10.44,33,11.81,30.43,18,60.84,95.62,High Risk
STU1350,67.95,62.53,70.68,25.36,6.67,22,42.34,28.8,11,76.71,29.1,Medium Risk
STU1351,50.94,55.65,82.28,6.68,9.3,6,33.61,56.39,1,65.13,56.19,High Risk
STU1352,39.56,58.86,77.51,15.01,9.92,25,65.25,45.44,15,62.57,18.71,High Risk
STU1353,81.75,72.71,73.35,9.98,3.97,35,75.0,53.63,15,41.59,46.46,Low Risk
STU1354,85.66,66.39,93.25,23.43,8.67,33,75.65,60.17,10,22.21,61.23,Low Risk
STU1355,61.62,54.31,59.21,24.49,0.5,27,71.65,80.84,26,85.99,65.25,Medium Risk
STU1356,25.36,62.02,87.9,20.91,9.93,34,52.06,56.03,0,73.35,66.78,High Risk
STU1357,62.17,66.41,37.36,16.45,10.64,20,43.52,46.88,0,87.84,62.95,High Risk
STU1358,79.05,26.68,51.9,12.15,10.99,26,38.56,57.27,6,58.38,66.61,High Risk
STU1359,45.38,73.25,33.86,4.47,6.42,13,21.84,48.08,17,52.32,55.91,High Risk
STU1360,75.3,47.37,64.5,29.55,9.24,22,76.82,44.45,3,68.14,34.04,Medium Risk
